country,country_code,year_week,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Netherlands,NL,2020-W28,401,79309,17282163,458.9066774,0.505617269,TESSy
Netherlands,NL,2020-W29,703,89783,17282163,519.512517,0.782999009,TESSy
Netherlands,NL,2020-W30,1221,113744,17282163,658.1583567,1.073463216,TESSy
Netherlands,NL,2020-W31,2097,122021,17282163,706.0516673,1.718556642,TESSy
Netherlands,NL,2020-W32,3521,118058,17282163,683.1205099,2.982432364,TESSy
Netherlands,NL,2020-W33,4379,121366,17282163,702.2616324,3.608094524,TESSy
Netherlands,NL,2020-W34,3547,161406,17282163,933.9455947,2.197563907,TESSy
Netherlands,NL,2020-W35,3581,185167,17282163,1071.434172,1.933929912,TESSy
Netherlands,NL,2020-W36,4644,184761,17282163,1069.084929,2.513517463,TESSy
Netherlands,NL,2020-W37,7308,197923,17282163,1145.244377,3.692345003,TESSy
Netherlands,NL,2020-W38,11661,201676,17282163,1166.960409,5.782046451,TESSy
Netherlands,NL,2020-W39,17826,210332,17282163,1217.046732,8.475172584,TESSy
Netherlands,NL,2020-W40,24239,213269,17282163,1234.041132,11.36545865,TESSy
Netherlands,NL,2020-W41,38701,233173,17282163,1349.211901,16.59754774,TESSy
Netherlands,NL,2020-W42,53784,216506,17282163,1252.771427,24.84180577,TESSy
Netherlands,NL,2020-W43,62691,203565,17282163,1177.890754,30.79655147,TESSy
Netherlands,NL,2020-W44,68512,402205,17282163,2327.283917,17.03409953,TESSy
Netherlands,NL,2020-W45,50136,320248,17282163,1853.055083,15.65536709,TESSy
Netherlands,NL,2020-W46,37762,286482,17282163,1657.674447,13.1812819,TESSy
Netherlands,NL,2020-W47,36725,317694,17282163,1838.276841,11.55986578,TESSy
Netherlands,NL,2020-W48,34213,315809,17282163,1827.369641,10.8334468,TESSy
Netherlands,NL,2020-W49,38280,389363,17282163,2252.976089,9.831442638,TESSy
Netherlands,NL,2020-W50,56193,495105,17282163,2864.832371,11.3497137,TESSy
Netherlands,NL,2020-W51,76154,572981,17282163,3315.447262,13.2908421,TESSy
Norway,NO,2020-W09,19,320,5328212,6.005767038,5.9375,TESSy
Norway,NO,2020-W10,150,884,5328212,16.59093144,16.96832579,TESSy
Norway,NO,2020-W11,908,6745,5328212,126.5903083,13.46182357,TESSy
Norway,NO,2020-W12,1055,22698,5328212,425.9965632,4.647986607,TESSy
Norway,NO,2020-W13,1970,22195,5328212,416.5562481,8.875872944,TESSy
Norway,NO,2020-W14,1538,22037,5328212,413.5909007,6.979171394,TESSy
Norway,NO,2020-W15,775,15092,5328212,283.2469879,5.135170951,TESSy
Norway,NO,2020-W16,653,17699,5328212,332.1752213,3.689473982,TESSy
Norway,NO,2020-W17,437,19971,5328212,374.8161672,2.188172851,TESSy
Norway,NO,2020-W18,304,21803,5328212,409.1991835,1.394303536,TESSy
Norway,NO,2020-W19,290,23989,5328212,450.2260796,1.208887407,TESSy
Norway,NO,2020-W20,98,24778,5328212,465.0340489,0.395512148,TESSy
Norway,NO,2020-W21,112,20256,5328212,380.1650535,0.552922591,TESSy
Norway,NO,2020-W22,102,18382,5328212,344.9937803,0.554890654,TESSy
Norway,NO,2020-W23,93,16119,5328212,302.5217465,0.576958868,TESSy
Norway,NO,2020-W24,102,29152,5328212,547.1253771,0.349890231,TESSy
Norway,NO,2020-W25,102,27996,5328212,525.4295437,0.364337763,TESSy
Norway,NO,2020-W26,107,25988,5328212,487.7433556,0.41172849,TESSy
Norway,NO,2020-W27,80,30079,5328212,564.5233335,0.265966289,TESSy
Norway,NO,2020-W28,70,30849,5328212,578.9747105,0.226911731,TESSy
Norway,NO,2020-W29,50,29900,5328212,561.1638576,0.16722408,TESSy
Norway,NO,2020-W30,70,29189,5328212,547.819794,0.239816369,TESSy
Norway,NO,2020-W31,123,35350,5328212,663.4495775,0.347949081,TESSy
Norway,NO,2020-W32,260,52642,5328212,987.9862138,0.493902207,TESSy
Norway,NO,2020-W33,382,82649,5328212,1551.15825,0.46219555,TESSy
Norway,NO,2020-W34,347,100988,5328212,1895.345005,0.343605181,TESSy
Norway,NO,2020-W35,346,110666,5328212,2076.981922,0.312652486,TESSy
Norway,NO,2020-W36,577,112832,5328212,2117.633458,0.51137975,TESSy
Norway,NO,2020-W37,746,106965,5328212,2007.521472,0.697424391,TESSy
Norway,NO,2020-W38,779,104419,5328212,1959.738088,0.74603281,TESSy
Norway,NO,2020-W39,761,100005,5328212,1876.896039,0.760961952,TESSy
Norway,NO,2020-W40,743,93348,5328212,1751.957317,0.795946351,TESSy
Norway,NO,2020-W41,1072,94240,5328212,1768.698393,1.137521222,TESSy
Norway,NO,2020-W42,915,98144,5328212,1841.96875,0.932303554,TESSy
Norway,NO,2020-W43,1096,107591,5328212,2019.270254,1.018672566,TESSy
Norway,NO,2020-W44,2331,136829,5328212,2568.009681,1.703586228,TESSy
Norway,NO,2020-W45,3662,174093,5328212,3267.381253,2.103473431,TESSy
Norway,NO,2020-W46,4001,160798,5328212,3017.8604,2.488215028,TESSy
Norway,NO,2020-W47,4212,138476,5328212,2598.920614,3.041682313,TESSy
Norway,NO,2020-W48,3309,125295,5328212,2351.539316,2.640967317,TESSy
Norway,NO,2020-W49,2624,116203,5328212,2180.90046,2.25811726,TESSy
Norway,NO,2020-W50,3632,129442,5328212,2429.370303,2.805889897,TESSy
Norway,NO,2020-W51,1772,157231,5328212,2950.914866,1.127004217,TESSy
Poland,PL,2020-W10,11,603,37972812,1.587978262,1.824212272,TESSy
Poland,PL,2020-W11,114,5835,37972812,15.36625731,1.953727506,TESSy
Poland,PL,2020-W12,509,13328,37972812,35.09879648,3.819027611,TESSy
Poland,PL,2020-W13,1228,26137,37972812,68.83082559,4.698320389,TESSy
Poland,PL,2020-W14,2240,39315,37972812,103.5346026,5.697570902,TESSy
Poland,PL,2020-W15,2572,58636,37972812,154.4157436,4.386383792,TESSy
Poland,PL,2020-W16,2613,68619,37972812,180.7056059,3.807983212,TESSy
Poland,PL,2020-W17,2330,85170,37972812,224.292054,2.73570506,TESSy
Poland,PL,2020-W18,2076,84208,37972812,221.7586625,2.46532396,TESSy
Poland,PL,2020-W19,2303,106419,37972812,280.2505119,2.16408724,TESSy
Poland,PL,2020-W20,2533,137144,37972812,361.1636663,1.846963775,TESSy
Poland,PL,2020-W21,2797,145463,37972812,383.071446,1.922825736,TESSy
Poland,PL,2020-W22,2460,137303,37972812,361.5823869,1.791657866,TESSy
Poland,PL,2020-W23,2775,129522,37972812,341.0914103,2.142493167,TESSy
Poland,PL,2020-W24,2831,120030,37972812,316.0945784,2.358577022,TESSy
Poland,PL,2020-W25,2539,140738,37972812,370.6283327,1.804061448,TESSy
Poland,PL,2020-W26,1976,131241,37972812,345.6183335,1.505627053,TESSy
Poland,PL,2020-W27,2043,130905,37972812,344.7334898,1.560673771,TESSy
Poland,PL,2020-W28,1941,124140,37972812,326.9181118,1.563557274,TESSy
Poland,PL,2020-W29,2213,124200,37972812,327.0761196,1.781803543,TESSy
Poland,PL,2020-W30,2961,124664,37972812,328.2980465,2.375184496,TESSy
Poland,PL,2020-W31,3829,141420,37972812,372.4243546,2.707537831,TESSy
Poland,PL,2020-W32,4897,152995,37972812,402.9066902,3.200758195,TESSy
Poland,PL,2020-W33,4893,153238,37972812,403.5466217,3.193072214,TESSy
Poland,PL,2020-W34,5078,168947,37972812,444.9156939,3.005676336,TESSy
Poland,PL,2020-W35,5108,167507,37972812,441.123507,3.0494248,TESSy
Poland,PL,2020-W36,3954,147696,37972812,388.9519691,2.677120572,TESSy
Poland,PL,2020-W37,3328,128316,37972812,337.9154538,2.593597057,TESSy
Poland,PL,2020-W38,5088,133935,37972812,352.7128831,3.798857655,TESSy
Poland,PL,2020-W39,8090,146981,37972812,387.069043,5.504112776,TESSy
Poland,PL,2020-W40,10810,182437,37972812,480.4411114,5.925333129,TESSy
Poland,PL,2020-W41,27676,234359,37972812,617.1757836,11.80923284,TESSy
Poland,PL,2020-W42,49950,306145,37972812,806.2215672,16.31579807,TESSy
Poland,PL,2020-W43,77922,366095,37972812,964.0976813,21.28463923,TESSy
Poland,PL,2020-W44,126214,460691,37972812,1213.212759,27.39667152,TESSy
Poland,PL,2020-W45,166523,447550,37972812,1178.60642,37.20768629,TESSy
Poland,PL,2020-W46,166547,385141,37972812,1014.25462,43.24312395,TESSy
Poland,PL,2020-W47,148359,383140,37972812,1008.98506,38.72187712,TESSy
Poland,PL,2020-W48,123744,344010,37972812,905.9376482,35.97104735,TESSy
Poland,PL,2020-W49,78374,343256,37972812,903.952017,22.8325215,TESSy
Poland,PL,2020-W50,72227,327081,37972812,861.3557511,22.08229766,TESSy
Poland,PL,2020-W51,67024,309264,37972812,814.4353386,21.67209892,TESSy
Portugal,PT,2020-W09,0,25,10276617,0.243270718,0,Country website
Portugal,PT,2020-W10,30,470,10276617,4.573489505,6.382978723,TESSy
Portugal,PT,2020-W11,215,5754,10276617,55.99118854,3.736531109,TESSy
Portugal,PT,2020-W12,1355,16769,10276617,163.1762671,8.080386427,TESSy
Portugal,PT,2020-W13,4362,40996,10276617,398.9250548,10.64006245,TESSy
Portugal,PT,2020-W14,5316,58991,10276617,574.0313179,9.011544134,TESSy
Portugal,PT,2020-W15,5307,67852,10276617,660.2561913,7.821434888,TESSy
Portugal,PT,2020-W16,3621,84833,10276617,825.4953941,4.268386123,TESSy
Portugal,PT,2020-W17,3640,92755,10276617,902.5830193,3.924316748,TESSy
Portugal,PT,2020-W18,1678,90377,10276617,879.4431086,1.856667072,TESSy
Portugal,PT,2020-W19,2057,95896,10276617,933.1475524,2.145032118,TESSy
Portugal,PT,2020-W20,1455,111001,10276617,1080.13172,1.310799002,TESSy
Portugal,PT,2020-W21,1587,90405,10276617,879.7155718,1.755433881,TESSy
Portugal,PT,2020-W22,1877,96045,10276617,934.5974458,1.954292259,TESSy
Portugal,PT,2020-W23,1993,94421,10276617,918.79458,2.110759259,TESSy
Portugal,PT,2020-W24,2197,60443,10276617,588.1604812,3.634829509,TESSy
Portugal,PT,2020-W25,2443,84509,10276617,822.3426055,2.890816363,TESSy
Portugal,PT,2020-W26,2513,87312,10276617,849.6181185,2.878183984,TESSy
Portugal,PT,2020-W27,2251,94486,10276617,919.4270838,2.382363525,TESSy
Portugal,PT,2020-W28,2615,95187,10276617,926.2483948,2.747223886,TESSy
Portugal,PT,2020-W29,2124,98530,10276617,958.7785552,2.155688623,TESSy
Portugal,PT,2020-W30,1528,94892,10276617,923.3778003,1.610251655,TESSy
Portugal,PT,2020-W31,1299,95421,10276617,928.5254087,1.361335555,TESSy
Portugal,PT,2020-W32,1205,96304,10276617,937.1177305,1.251246054,TESSy
Portugal,PT,2020-W33,1434,94767,10276617,922.1614467,1.513184969,TESSy
Portugal,PT,2020-W34,1495,97015,10276617,944.0363497,1.540998815,TESSy
Portugal,PT,2020-W35,2171,98640,10276617,959.8489464,2.200932685,TESSy
Portugal,PT,2020-W36,2490,109078,10276617,1061.419337,2.282770128,TESSy
Portugal,PT,2020-W37,3725,127316,10276617,1238.890191,2.925790945,TESSy
Portugal,PT,2020-W38,4594,135769,10276617,1321.144886,3.383688471,TESSy
Portugal,PT,2020-W39,5027,137917,10276617,1342.046707,3.644945873,TESSy
Portugal,PT,2020-W40,4643,148033,10276617,1440.48377,3.136462816,TESSy
Portugal,PT,2020-W41,8417,151107,10276617,1470.396338,5.570225072,TESSy
Portugal,PT,2020-W42,13247,182063,10276617,1771.623872,7.276052795,TESSy
Portugal,PT,2020-W43,18775,175659,10276617,1709.307645,10.68832226,TESSy
Portugal,PT,2020-W44,25655,468287,10276617,4556.820596,5.478477942,TESSy
Portugal,PT,2020-W45,34983,511860,10276617,4980.821996,6.834485992,TESSy
Portugal,PT,2020-W46,37977,553501,10276617,5386.023436,6.861234216,TESSy
Portugal,PT,2020-W47,43457,588404,10276617,5725.658551,7.385571818,TESSy
Portugal,PT,2020-W48,34041,545862,10276617,5311.689635,6.236191565,TESSy
Portugal,PT,2020-W49,27675,443333,10276617,4313.997495,6.242485897,TESSy
Portugal,PT,2020-W50,26270,243033,10276617,2364.9125,10.80923167,TESSy
Portugal,PT,2020-W51,25377,264474,10276617,2573.551199,9.595272125,TESSy
Romania,RO,2020-W12,294,2,19414458,0.010301601,,TESSy
Romania,RO,2020-W13,1327,12,19414458,0.061809606,,TESSy
Romania,RO,2020-W15,2436,24580,19414458,126.6066763,9.910496338,TESSy
Romania,RO,2020-W16,2446,31585,19414458,162.6880338,7.744182365,TESSy
Romania,RO,2020-W17,2290,44103,19414458,227.1657545,5.19239054,TESSy
Romania,RO,2020-W18,2127,50485,19414458,260.0381633,4.213132614,TESSy
Romania,RO,2020-W19,2199,57870,19414458,298.076825,3.799896319,TESSy
Romania,RO,2020-W20,1509,52591,19414458,270.8857492,2.86931224,TESSy
Romania,RO,2020-W21,1199,58447,19414458,301.0488369,2.051431211,TESSy
Romania,RO,2020-W22,1187,64056,19414458,329.9396769,1.853066067,TESSy
Romania,RO,2020-W23,1222,62955,19414458,324.2686456,1.941069018,TESSy
Romania,RO,2020-W24,1520,57196,19414458,294.6051855,2.657528498,TESSy
Romania,RO,2020-W25,2046,64087,19414458,330.0993517,3.192535148,TESSy
Romania,RO,2020-W26,2268,68223,19414458,351.4030626,3.324392067,TESSy
Romania,RO,2020-W27,2660,71736,19414458,369.4978248,3.708040593,TESSy
Romania,RO,2020-W28,3562,80717,19414458,415.7571641,4.412948945,TESSy
Romania,RO,2020-W29,4923,101032,19414458,520.3956763,4.872713596,TESSy
Romania,RO,2020-W30,7340,112641,19414458,580.1913193,6.516277377,TESSy
Romania,RO,2020-W31,8388,134167,19414458,691.0674509,6.251909933,TESSy
Romania,RO,2020-W32,8582,135624,19414458,698.5721672,6.327788592,TESSy
Romania,RO,2020-W33,8693,130189,19414458,670.5775665,6.677215433,TESSy
Romania,RO,2020-W34,8064,138267,19414458,712.1857329,5.832194233,TESSy
Romania,RO,2020-W35,8260,123488,19414458,636.0620523,6.688909044,TESSy
Romania,RO,2020-W36,8229,142207,19414458,732.4798869,5.786634976,TESSy
Romania,RO,2020-W37,8481,142899,19414458,736.0442408,5.934961056,TESSy
Romania,RO,2020-W38,9286,140116,19414458,721.709563,6.627365897,TESSy
Romania,RO,2020-W39,9892,140514,19414458,723.7595816,7.039867914,TESSy
Romania,RO,2020-W40,11392,143938,19414458,741.3959226,7.914518751,TESSy
Romania,RO,2020-W41,21218,162293,19414458,835.9388658,13.07388489,TESSy
Romania,RO,2020-W42,25105,179332,19414458,923.7033555,13.99917472,TESSy
Romania,RO,2020-W43,29260,197408,19414458,1016.809225,14.82209434,TESSy
Romania,RO,2020-W44,37015,204508,19414458,1053.379909,18.09953645,TESSy
Romania,RO,2020-W45,57088,210704,19414458,1085.294269,27.09393272,TESSy
Romania,RO,2020-W46,56530,212796,19414458,1096.069743,26.56534897,TESSy
Romania,RO,2020-W47,58364,207681,19414458,1069.723399,28.10271522,TESSy
Romania,RO,2020-W48,52891,193015,19414458,994.1817588,27.40253348,TESSy
Romania,RO,2020-W49,42040,153703,19414458,791.6934895,27.35145052,TESSy
Romania,RO,2020-W50,42759,170289,19414458,877.1246666,25.10966651,TESSy
Romania,RO,2020-W51,34959,110120,19414458,567.2061512,31.74627679,TESSy
Slovakia,SK,2020-W05,0,13,5450421,0.238513685,0,TESSy
Slovakia,SK,2020-W06,0,18,5450421,0.330249718,0,TESSy
Slovakia,SK,2020-W07,0,10,5450421,0.183472066,0,TESSy
Slovakia,SK,2020-W08,0,7,5450421,0.128430446,0,TESSy
Slovakia,SK,2020-W09,0,123,5450421,2.256706409,0,TESSy
Slovakia,SK,2020-W10,5,292,5450421,5.357384319,1.712328767,TESSy
Slovakia,SK,2020-W11,56,967,5450421,17.74174876,5.791106515,TESSy
Slovakia,SK,2020-W12,124,1898,5450421,34.82299808,6.533192835,TESSy
Slovakia,SK,2020-W13,151,3551,5450421,65.15093054,4.252323289,TESSy
Slovakia,SK,2020-W14,149,7752,5450421,142.2275454,1.922084623,TESSy
Slovakia,SK,2020-W15,257,10575,5450421,194.0217095,2.430260047,TESSy
Slovakia,SK,2020-W16,419,10190,5450421,186.958035,4.111874387,TESSy
Slovakia,SK,2020-W17,218,27365,5450421,502.0713079,0.796638041,Country website
Slovakia,SK,2020-W18,29,23705,5450421,434.9205318,0.12233706,Country website
Slovakia,SK,2020-W19,49,22841,5450421,419.0685453,0.214526509,Country website
Slovakia,SK,2020-W20,37,22788,5450421,418.0961434,0.162366158,Country website
Slovakia,SK,2020-W21,15,15626,5450421,286.6934499,0.095993856,Country website
Slovakia,SK,2020-W22,13,13816,5450421,253.485006,0.094093804,Country website
Slovakia,SK,2020-W23,6,16700,5450421,306.3983498,0.035928144,Country website
Slovakia,SK,2020-W24,20,7195,5450421,132.0081513,0.277970813,Country website
Slovakia,SK,2020-W25,39,5223,5450421,95.82745993,0.7466973,Country website
Slovakia,SK,2020-W26,77,6973,5450421,127.9350714,1.104259286,Country website
Slovakia,SK,2020-W27,100,9430,5450421,173.014158,1.060445387,Country website
Slovakia,SK,2020-W28,137,11672,5450421,214.1485951,1.173749143,Country website
Slovakia,SK,2020-W29,78,10161,5450421,186.425966,0.76764098,Country website
Slovakia,SK,2020-W30,200,13462,5450421,246.9900949,1.485663349,Country website
Slovakia,SK,2020-W31,165,12106,5450421,222.1112828,1.362960515,Country website
Slovakia,SK,2020-W32,252,13729,5450421,251.888799,1.835530629,Country website
Slovakia,SK,2020-W33,306,15793,5450421,289.7574334,1.937567277,Country website
Slovakia,SK,2020-W34,454,18432,5450421,338.1757116,2.463107639,Country website
Slovakia,SK,2020-W35,520,21181,5450421,388.6121824,2.455030452,Country website
Slovakia,SK,2020-W36,738,22813,5450421,418.5548236,3.234997589,Country website
Slovakia,SK,2020-W37,918,28183,5450421,517.0793229,3.257282759,Country website
Slovakia,SK,2020-W38,1145,28272,5450421,518.7122242,4.049943407,Country website
Slovakia,SK,2020-W39,2401,33740,5450421,619.0347498,7.116182573,Country website
Slovakia,SK,2020-W40,4061,48344,5450421,886.9773546,8.400215125,Country website
Slovakia,SK,2020-W41,6712,56163,5450421,1030.434163,11.95092855,Country website
Slovakia,SK,2020-W42,9984,69917,5450421,1282.781642,14.27978889,TESSy
Slovakia,SK,2020-W43,14008,77201,5450421,1416.422695,18.14484268,TESSy
Slovakia,SK,2020-W44,16103,116439,5450421,2136.330386,13.82955882,TESSy
Slovakia,SK,2020-W45,15549,86749,5450421,1591.601823,17.92412593,TESSy
Slovakia,SK,2020-W46,11272,58162,5450421,1067.110229,19.38035143,TESSy
Slovakia,SK,2020-W47,9474,49376,5450421,905.9116718,19.18745949,TESSy
Slovakia,SK,2020-W48,9492,56526,5450421,1037.094199,16.79227258,TESSy
Slovakia,SK,2020-W49,10998,63907,5450421,1172.51493,17.20938238,TESSy
Slovakia,SK,2020-W50,16253,80378,5450421,1474.71177,20.22070716,TESSy
Slovakia,SK,2020-W51,18352,92594,5450421,1698.841245,19.81985874,TESSy
Slovenia,SI,2020-W05,0,2,2080908,0.09611189,0,TESSy
Slovenia,SI,2020-W06,0,6,2080908,0.288335669,0,TESSy
Slovenia,SI,2020-W07,0,4,2080908,0.192223779,0,TESSy
Slovenia,SI,2020-W08,0,8,2080908,0.384447558,0,TESSy
Slovenia,SI,2020-W09,0,191,2080908,9.178685458,0,TESSy
Slovenia,SI,2020-W10,16,949,2080908,45.60509162,1.685985248,TESSy
Slovenia,SI,2020-W11,203,5406,2080908,259.7904376,3.75508694,TESSy
Slovenia,SI,2020-W12,195,7047,2080908,338.6502431,2.767134951,TESSy
Slovenia,SI,2020-W13,316,7736,2080908,371.760789,4.084798345,TESSy
Slovenia,SI,2020-W14,267,6904,2080908,331.778243,3.867323291,TESSy
Slovenia,SI,2020-W15,208,7152,2080908,343.6961173,2.908277405,TESSy
Slovenia,SI,2020-W16,125,6397,2080908,307.4138789,1.954040957,TESSy
Slovenia,SI,2020-W17,77,8842,2080908,424.910664,0.870843701,TESSy
Slovenia,SI,2020-W18,32,6860,2080908,329.6637814,0.466472303,TESSy
Slovenia,SI,2020-W19,21,7229,2080908,347.396425,0.290496611,TESSy
Slovenia,SI,2020-W20,6,6477,2080908,311.2583545,0.092635479,TESSy
Slovenia,SI,2020-W21,3,5174,2080908,248.6414584,0.057982219,TESSy
Slovenia,SI,2020-W22,4,4023,2080908,193.329066,0.099428287,TESSy
Slovenia,SI,2020-W23,12,4277,2080908,205.5352759,0.280570493,TESSy
Slovenia,SI,2020-W24,10,4282,2080908,205.7755557,0.233535731,TESSy
Slovenia,SI,2020-W25,25,5583,2080908,268.2963399,0.447787928,TESSy
Slovenia,SI,2020-W26,61,6064,2080908,291.4112493,1.005936675,TESSy
Slovenia,SI,2020-W27,119,7658,2080908,368.0124253,1.55393053,TESSy
Slovenia,SI,2020-W28,141,7752,2080908,372.5296842,1.818885449,TESSy
Slovenia,SI,2020-W29,105,6252,2080908,300.4457669,1.679462572,TESSy
Slovenia,SI,2020-W30,136,5665,2080908,272.2369273,2.40070609,TESSy
Slovenia,SI,2020-W31,98,5127,2080908,246.382829,1.911449191,TESSy
Slovenia,SI,2020-W32,69,4843,2080908,232.7349407,1.424736733,TESSy
Slovenia,SI,2020-W33,167,5778,2080908,277.6672491,2.890273451,TESSy
Slovenia,SI,2020-W34,235,7005,2080908,336.6318934,3.35474661,TESSy
Slovenia,SI,2020-W35,214,8131,2080908,390.7428872,2.631902595,TESSy
Slovenia,SI,2020-W36,309,10035,2080908,482.2414062,3.07922272,TESSy
Slovenia,SI,2020-W37,528,15482,2080908,744.0021375,3.410412091,TESSy
Slovenia,SI,2020-W38,718,18339,2080908,881.2979718,3.915153498,TESSy
Slovenia,SI,2020-W39,930,17045,2080908,819.1135793,5.456145497,TESSy
Slovenia,SI,2020-W40,1148,17820,2080908,856.3569365,6.442199776,TESSy
Slovenia,SI,2020-W41,2167,22566,2080908,1084.430451,9.60294248,TESSy
Slovenia,SI,2020-W42,4479,30700,2080908,1475.317506,14.58957655,TESSy
Slovenia,SI,2020-W43,9806,39660,2080908,1905.898771,24.72516389,TESSy
Slovenia,SI,2020-W44,12699,40558,2080908,1949.05301,31.31071552,TESSy
Slovenia,SI,2020-W45,9512,35105,2080908,1687.003943,27.09585529,TESSy
Slovenia,SI,2020-W46,9881,36513,2080908,1754.666713,27.0615945,TESSy
Slovenia,SI,2020-W47,10266,36374,2080908,1747.986936,28.22345631,TESSy
Slovenia,SI,2020-W48,10073,40099,2080908,1926.995331,25.12032719,TESSy
Slovenia,SI,2020-W49,10424,38517,2080908,1850.970826,27.06337461,TESSy
Slovenia,SI,2020-W50,10509,36478,2080908,1752.984755,28.80914524,TESSy
Slovenia,SI,2020-W51,9585,34117,2080908,1639.524669,28.09449834,TESSy
Spain,ES,2020-W18,7635,315608,46937060,672.4068359,2.419140199,Other
Spain,ES,2020-W19,8565,274081,46937060,583.9330371,3.124988598,Other
Spain,ES,2020-W20,3836,294200,46937060,626.7968211,1.303874915,Other
Spain,ES,2020-W21,3794,302086,46937060,643.5980438,1.255933741,Other
Spain,ES,2020-W22,4238,314737,46937060,670.5511594,1.346521064,Other
Spain,ES,2020-W23,2079,286646,46937060,610.7029286,0.725284846,Other
Spain,ES,2020-W24,2392,238858,46937060,508.8899901,1.001431813,Other
Spain,ES,2020-W25,2395,228650,46937060,487.141717,1.047452438,Other
Spain,ES,2020-W26,2466,179742,46937060,382.9426044,1.371966485,Other
Spain,ES,2020-W27,2819,174328,46937060,371.4080089,1.617066679,Other
Spain,ES,2020-W28,4164,205243,46937060,437.2728075,2.028814625,Other
Spain,ES,2020-W29,8883,223963,46937060,477.1560042,3.966280144,Other
Spain,ES,2020-W30,13946,273358,46937060,582.3926765,5.101734722,Other
Spain,ES,2020-W31,18272,305471,46937060,650.8098292,5.98158254,Other
Spain,ES,2020-W32,25926,331442,46937060,706.1413731,7.822183067,Other
Spain,ES,2020-W33,36102,383376,46937060,816.787417,9.416864905,Other
Spain,ES,2020-W34,46354,482628,46937060,1028.245058,9.604498703,Other
Spain,ES,2020-W35,57422,566594,46937060,1207.135683,10.13459373,Other
Spain,ES,2020-W36,62691,626262,46937060,1334.259112,10.01034711,Other
Spain,ES,2020-W37,68181,856605,46937060,1825.007787,7.959444551,Other
Spain,ES,2020-W38,77738,683322,46937060,1455.826164,11.37648137,Other
Spain,ES,2020-W39,76798,756205,46937060,1611.104317,10.15571174,Other
Spain,ES,2020-W40,65146,782325,46937060,1666.753308,8.327229732,Other
Spain,ES,2020-W41,75556,796417,46937060,1696.776492,9.486989856,TESSy
Spain,ES,2020-W42,85481,829266,46937060,1766.761702,10.30803144,TESSy
Spain,ES,2020-W43,123871,1073926,46937060,2288.012926,11.5344074,TESSy
Spain,ES,2020-W44,142377,1220897,46937060,2601.136501,11.66167171,TESSy
Spain,ES,2020-W45,140521,1147694,46937060,2445.176583,12.24376881,TESSy
Spain,ES,2020-W46,115646,1132881,46937060,2413.617299,10.20813307,TESSy
Spain,ES,2020-W47,85752,990637,46937060,2110.564658,8.656248454,TESSy
Spain,ES,2020-W48,65571,908166,46937060,1934.85915,7.220155786,TESSy
Spain,ES,2020-W49,54141,875084,46937060,1864.37753,6.18694891,TESSy
Spain,ES,2020-W50,49556,783390,46937060,1669.022303,6.325840258,TESSy
Spain,ES,2020-W51,10328,937647,46937060,1997.668793,1.101480621,TESSy
Sweden,SE,2020-W04,0,11,10230185,0.107524937,0,Survey
Sweden,SE,2020-W05,0,26,10230185,0.254149852,0,Survey
Sweden,SE,2020-W06,1,78,10230185,0.762449555,1.282051282,Survey
Sweden,SE,2020-W07,0,38,10230185,0.371449783,0,Survey
Sweden,SE,2020-W08,0,27,10230185,0.263924846,0,Survey
Sweden,SE,2020-W09,13,752,10230185,7.350795709,1.728723404,Survey
Sweden,SE,2020-W10,211,4302,10230185,42.05202545,4.90469549,Survey
Sweden,SE,2020-W11,838,8990,10230185,87.8771987,9.321468298,Survey
Sweden,SE,2020-W12,924,10322,10230185,100.8974911,8.951753536,Survey
Sweden,SE,2020-W13,1957,12349,10230185,120.7114045,15.84743704,Survey
Sweden,SE,2020-W14,3229,17776,10230185,173.7602986,18.16494149,Survey
Sweden,SE,2020-W15,3740,19880,10230185,194.3268866,18.81287726,Survey
Sweden,SE,2020-W16,3751,18574,10230185,181.560744,20.19489609,Survey
Sweden,SE,2020-W17,4201,24560,10230185,240.0738599,17.10504886,Country website
Sweden,SE,2020-W18,3832,28802,10230185,281.5393857,13.30463162,Country website
Sweden,SE,2020-W19,4152,29129,10230185,284.7358088,14.25383638,Country website
Sweden,SE,2020-W20,3869,33003,10230185,322.6041367,11.72317668,Country website
Sweden,SE,2020-W21,3660,28986,10230185,283.3379846,12.62678534,Country website
Sweden,SE,2020-W22,4281,36466,10230185,356.4549419,11.73970274,Country website
Sweden,SE,2020-W23,6021,47080,10230185,460.2067314,12.78887001,Country website
Sweden,SE,2020-W24,7123,60296,10230185,589.3930559,11.81338729,Country website
Sweden,SE,2020-W25,7073,61842,10230185,604.5051971,11.43721096,Country website
Sweden,SE,2020-W26,7460,75151,10230185,734.6005962,9.926680949,Country website
Sweden,SE,2020-W27,4275,82524,10230185,806.6716291,5.180311182,TESSy
Sweden,SE,2020-W28,2179,83084,10230185,812.1456259,2.62264696,TESSy
Sweden,SE,2020-W29,1622,69529,10230185,679.6455783,2.332839535,TESSy
Sweden,SE,2020-W30,1316,59205,10230185,578.7285372,2.222785238,TESSy
Sweden,SE,2020-W31,1556,53032,10230185,518.3874974,2.934077538,TESSy
Sweden,SE,2020-W32,2014,53772,10230185,525.6209932,3.745443725,TESSy
Sweden,SE,2020-W33,2052,56762,10230185,554.8482261,3.615094606,TESSy
