country,country_code,year_week,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Hungary,HU,2020-W38,6557,78224,9772756,800.429275,8.382337901,TESSy
Hungary,HU,2020-W39,5850,63989,9772756,654.7692381,9.142196315,TESSy
Hungary,HU,2020-W40,6764,68125,9772756,697.0909741,9.928807339,TESSy
Hungary,HU,2020-W41,7097,68499,9772756,700.9179396,10.36073519,TESSy
Hungary,HU,2020-W42,9191,69935,9772756,715.6118499,13.14220347,TESSy
Hungary,HU,2020-W43,13795,86306,9772756,883.1285668,15.98382499,TESSy
Hungary,HU,2020-W44,21217,107033,9772756,1095.218176,19.82285837,TESSy
Hungary,HU,2020-W45,31998,128028,9772756,1310.050103,24.99297029,TESSy
Hungary,HU,2020-W46,32678,140824,9772756,1440.985532,23.20485145,TESSy
Hungary,HU,2020-W47,30496,151935,9772756,1554.679151,20.07174121,TESSy
Hungary,HU,2020-W48,39170,184241,9772756,1885.251202,21.26019724,TESSy
Hungary,HU,2020-W49,37026,200615,9772756,2052.798617,18.45624704,TESSy
Hungary,HU,2020-W50,29722,171128,9772756,1751.072062,17.36828573,TESSy
Hungary,HU,2020-W51,21260,145292,9772756,1486.704467,14.63260193,TESSy
Iceland,IS,2020-W09,3,90,356991,25.2107196,3.333333333,Country website
Iceland,IS,2020-W10,52,388,356991,108.6862134,13.40206186,Country website
Iceland,IS,2020-W11,123,2424,356991,679.0087145,5.074257426,Country website
Iceland,IS,2020-W12,390,7358,356991,2061.116387,5.300353357,Country website
Iceland,IS,2020-W13,452,6183,356991,1731.976436,7.310367136,Country website
Iceland,IS,2020-W14,466,11396,356991,3192.237339,4.089154089,Country website
Iceland,IS,2020-W15,215,7608,356991,2131.146163,2.82597266,Country website
Iceland,IS,2020-W16,70,7655,356991,2144.311761,0.91443501,Country website
Iceland,IS,2020-W17,21,3234,356991,905.9051909,0.649350649,Country website
Iceland,IS,2020-W18,7,4100,356991,1148.488337,0.170731707,Country website
Iceland,IS,2020-W19,2,3736,356991,1046.524982,0.053533191,Country website
Iceland,IS,2020-W20,1,2669,356991,747.6378956,0.037467216,Country website
Iceland,IS,2020-W21,2,1974,356991,552.9551165,0.101317123,Country website
Iceland,IS,2020-W22,2,2282,356991,639.2318014,0.087642419,Country website
Iceland,IS,2020-W23,1,1664,356991,466.1181935,0.060096154,Country website
Iceland,IS,2020-W24,3,396,356991,110.9271662,0.757575758,Country website
Iceland,IS,2020-W25,5,5992,356991,1678.473687,0.083444593,Country website
Iceland,IS,2020-W26,6,7964,356991,2230.868565,0.075339026,Country website
Iceland,IS,2020-W27,9,12670,356991,3549.109081,0.071033938,Country website
Iceland,IS,2020-W28,3,12904,356991,3614.656952,0.023248605,Country website
Iceland,IS,2020-W29,6,11684,356991,3272.911642,0.051352277,Country website
Iceland,IS,2020-W30,8,11090,356991,3106.520893,0.07213706,Country website
Iceland,IS,2020-W31,60,16711,356991,4681.070391,0.35904494,Country website
Iceland,IS,2020-W32,51,19545,356991,5474.927939,0.260936301,Country website
Iceland,IS,2020-W33,53,21805,356991,6107.99712,0.243063518,Country website
Iceland,IS,2020-W34,53,17467,356991,4892.840436,0.303429324,Country website
Iceland,IS,2020-W35,41,14569,356991,4081.055265,0.281419452,Country website
Iceland,IS,2020-W36,36,11749,356991,3291.119384,0.306409056,Country website
Iceland,IS,2020-W37,24,9456,356991,2648.806272,0.253807107,Country website
Iceland,IS,2020-W38,181,17068,356991,4781.072912,1.060464026,Country website
Iceland,IS,2020-W39,277,21134,356991,5920.0372,1.310684206,Country website
Iceland,IS,2020-W40,298,14175,356991,3970.688337,2.102292769,TESSy
Iceland,IS,2020-W41,605,21127,356991,5918.076366,2.863634212,TESSy
Iceland,IS,2020-W42,529,13780,356991,3860.04129,3.838896952,TESSy
Iceland,IS,2020-W43,393,10411,356991,2916.320019,3.77485352,TESSy
Iceland,IS,2020-W44,442,12691,356991,3554.991582,3.482783075,TESSy
Iceland,IS,2020-W45,188,9613,356991,2692.784972,1.95568501,TESSy
Iceland,IS,2020-W46,111,8190,356991,2294.175483,1.355311355,TESSy
Iceland,IS,2020-W47,88,7025,356991,1967.836724,1.252669039,TESSy
Iceland,IS,2020-W48,104,7276,356991,2038.14662,1.429356789,TESSy
Iceland,IS,2020-W49,101,9406,356991,2634.800317,1.073782692,TESSy
Iceland,IS,2020-W50,75,9183,356991,2572.333756,0.81672656,TESSy
Iceland,IS,2020-W51,85,12654,356991,3544.627175,0.671724356,TESSy
Ireland,IE,2020-W05,0,1,4904240,0.020390519,0,TESSy
Ireland,IE,2020-W06,0,69,4904240,1.406945826,0,TESSy
Ireland,IE,2020-W07,0,24,4904240,0.489372461,0,TESSy
Ireland,IE,2020-W08,0,16,4904240,0.326248308,0,TESSy
Ireland,IE,2020-W09,1,307,4904240,6.259889402,0.325732899,TESSy
Ireland,IE,2020-W10,20,1063,4904240,21.67512194,1.881467545,TESSy
Ireland,IE,2020-W11,148,3206,4904240,65.37200463,4.616344354,TESSy
Ireland,IE,2020-W12,737,9310,4904240,189.835734,7.916219119,TESSy
Ireland,IE,2020-W13,1709,14877,4904240,303.3497545,11.48753109,TESSy
Ireland,IE,2020-W14,2496,18566,4904240,378.5703799,13.44392976,TESSy
Ireland,IE,2020-W15,4544,39166,4904240,798.6150759,11.60189961,TESSy
Ireland,IE,2020-W16,5596,21458,4904240,437.5397615,26.07885171,TESSy
Ireland,IE,2020-W17,4011,38901,4904240,793.2115883,10.31078893,TESSy
Ireland,IE,2020-W18,2244,60626,4904240,1236.195618,3.701382245,TESSy
Ireland,IE,2020-W19,1490,45541,4904240,928.604636,3.27177708,TESSy
Ireland,IE,2020-W20,1116,39468,4904240,804.7730127,2.827607175,TESSy
Ireland,IE,2020-W21,527,30003,4904240,611.7767483,1.756491018,TESSy
Ireland,IE,2020-W22,351,24309,4904240,495.6731318,1.443909663,TESSy
Ireland,IE,2020-W23,211,18540,4904240,378.0402264,1.138079827,TESSy
Ireland,IE,2020-W24,102,19034,4904240,388.1131429,0.535883156,TESSy
Ireland,IE,2020-W25,76,18433,4904240,375.8584409,0.41230402,TESSy
Ireland,IE,2020-W26,60,22111,4904240,450.8547706,0.271358148,TESSy
Ireland,IE,2020-W27,88,42824,4904240,873.2035953,0.205492247,TESSy
Ireland,IE,2020-W28,101,49107,4904240,1001.317228,0.205673326,TESSy
Ireland,IE,2020-W29,132,50903,4904240,1037.9386,0.25931674,TESSy
Ireland,IE,2020-W30,121,47048,4904240,959.3331485,0.257184152,TESSy
Ireland,IE,2020-W31,281,27422,4904240,559.1488182,1.024724674,TESSy
Ireland,IE,2020-W32,550,28426,4904240,579.6208995,1.934848378,TESSy
Ireland,IE,2020-W33,545,54816,4904240,1117.726702,0.99423526,TESSy
Ireland,IE,2020-W34,712,52061,4904240,1061.550821,1.367626438,TESSy
Ireland,IE,2020-W35,791,62179,4904240,1267.862095,1.272133679,TESSy
Ireland,IE,2020-W36,912,66676,4904240,1359.55826,1.367808507,TESSy
Ireland,IE,2020-W37,1313,74796,4904240,1525.129276,1.755441467,TESSy
Ireland,IE,2020-W38,1948,86079,4904240,1755.195504,2.263037442,TESSy
Ireland,IE,2020-W39,2057,87700,4904240,1788.248536,2.345496009,TESSy
Ireland,IE,2020-W40,3042,90199,4904240,1839.204444,3.372542933,TESSy
Ireland,IE,2020-W41,4496,96210,4904240,1961.771855,4.673110903,TESSy
Ireland,IE,2020-W42,7434,112134,4904240,2286.470483,6.629568195,TESSy
Ireland,IE,2020-W43,7166,114901,4904240,2342.891049,6.23667331,TESSy
Ireland,IE,2020-W44,4874,88153,4904240,1797.485441,5.529023402,TESSy
Ireland,IE,2020-W45,3392,78398,4904240,1598.575926,4.326640986,TESSy
Ireland,IE,2020-W46,2509,75951,4904240,1548.680326,3.303445643,TESSy
Ireland,IE,2020-W47,2558,77842,4904240,1587.238797,3.286143727,TESSy
Ireland,IE,2020-W48,1780,75599,4904240,1541.502863,2.354528499,TESSy
Ireland,IE,2020-W49,2005,76115,4904240,1552.024371,2.634171977,TESSy
Ireland,IE,2020-W50,1939,81751,4904240,1666.945337,2.37183643,TESSy
Ireland,IE,2020-W51,3357,91180,4904240,1859.207543,3.681728449,TESSy
Italy,IT,2020-W01,0,0,60359546,0,,Survey
Italy,IT,2020-W02,0,0,60359546,0,,Survey
Italy,IT,2020-W03,0,0,60359546,0,,Survey
Italy,IT,2020-W04,0,0,60359546,0,,Survey
Italy,IT,2020-W05,3,0,60359546,0,,Survey
Italy,IT,2020-W06,0,0,60359546,0,,Survey
Italy,IT,2020-W07,0,0,60359546,0,,Survey
Italy,IT,2020-W08,129,0,60359546,0,,Survey
Italy,IT,2020-W09,1557,20457,60359546,33.89190502,7.61108667,TESSy
Italy,IT,2020-W10,5686,29132,60359546,48.26411385,19.51805575,TESSy
Italy,IT,2020-W11,16605,74304,60359546,123.1023176,22.34738372,TESSy
Italy,IT,2020-W12,35158,131459,60359546,217.793222,26.74446025,TESSy
Italy,IT,2020-W13,38551,198678,60359546,329.1575454,19.40375885,TESSy
Italy,IT,2020-W14,31259,237431,60359546,393.3611429,13.16550914,TESSy
Italy,IT,2020-W15,27415,318732,60359546,528.0556617,8.601270033,TESSy
Italy,IT,2020-W16,22609,346348,60359546,573.8081595,6.527827503,TESSy
Italy,IT,2020-W17,18703,401118,60359546,664.547742,4.662717704,TESSy
Italy,IT,2020-W18,13042,396113,60359546,656.2557644,3.292494818,TESSy
Italy,IT,2020-W19,8353,412140,60359546,682.8083167,2.026738487,TESSy
Italy,IT,2020-W20,6365,439048,60359546,727.3878435,1.449727592,TESSy
Italy,IT,2020-W21,4423,442052,60359546,732.3646868,1.00056102,TESSy
Italy,IT,2020-W22,3161,92915,60359546,153.9358828,3.402034117,TESSy
Italy,IT,2020-W23,1979,357796,60359546,592.774505,0.553108475,Country GitHub
Italy,IT,2020-W24,1991,384183,60359546,636.4908709,0.518242608,Country GitHub
Italy,IT,2020-W25,1510,363652,60359546,602.4763672,0.415232145,Country GitHub
Italy,IT,2020-W26,1811,330249,60359546,547.1363221,0.548374106,Country GitHub
Italy,IT,2020-W27,1301,323669,60359546,536.234981,0.401953848,Country GitHub
Italy,IT,2020-W28,1450,300523,60359546,497.8881054,0.482492189,Country GitHub
Italy,IT,2020-W29,1373,299238,60359546,495.7591961,0.4588321,Country GitHub
Italy,IT,2020-W30,1684,322523,60359546,534.3363583,0.522133305,Country GitHub
Italy,IT,2020-W31,1952,356193,60359546,590.1187527,0.548017507,Country GitHub
Italy,IT,2020-W32,2496,333079,60359546,551.8248928,0.749371771,Country GitHub
Italy,IT,2020-W33,3349,307573,60359546,509.5681137,1.088847201,Country GitHub
Italy,IT,2020-W34,5430,450220,60359546,745.896929,1.206077029,Country GitHub
Italy,IT,2020-W35,8873,578704,60359546,958.7613532,1.533253615,Country GitHub
Italy,IT,2020-W36,9416,632916,60359546,1048.576475,1.487717169,Country GitHub
Italy,IT,2020-W37,10119,598861,60359546,992.1562366,1.689707628,Country GitHub
Italy,IT,2020-W38,10403,614696,60359546,1018.390695,1.692381275,TESSy
Italy,IT,2020-W39,11714,654250,60359546,1083.92134,1.790447077,TESSy
Italy,IT,2020-W40,15459,697041,60359546,1154.814849,2.217803544,TESSy
Italy,IT,2020-W41,29621,780608,60359546,1293.263538,3.794606256,TESSy
Italy,IT,2020-W42,59291,975869,60359546,1616.760007,6.075713031,TESSy
Italy,IT,2020-W43,111541,1113420,60359546,1844.646081,10.01787286,TESSy
Italy,IT,2020-W44,183553,1930043,60359546,3197.577066,9.510306247,TESSy
Italy,IT,2020-W45,225769,2057221,60359546,3408.277789,10.97446507,TESSy
Italy,IT,2020-W46,243425,1503673,60359546,2491.193357,16.18869262,TESSy
Italy,IT,2020-W47,230339,1510190,60359546,2501.990323,15.25231924,TESSy
Italy,IT,2020-W48,176310,1425999,60359546,2362.507829,12.36396379,TESSy
Italy,IT,2020-W49,143700,1317771,60359546,2183.202306,10.90477784,TESSy
Italy,IT,2020-W50,114834,1090062,60359546,1805.947977,10.53463014,TESSy
Italy,IT,2020-W51,109473,1146229,60359546,1899.002024,9.550709326,TESSy
Latvia,LV,2020-W01,0,0,1919968,0,,TESSy
Latvia,LV,2020-W02,0,0,1919968,0,,TESSy
Latvia,LV,2020-W03,0,0,1919968,0,,TESSy
Latvia,LV,2020-W04,0,0,1919968,0,,TESSy
Latvia,LV,2020-W05,0,0,1919968,0,,TESSy
Latvia,LV,2020-W06,0,0,1919968,0,,TESSy
Latvia,LV,2020-W07,0,4,1919968,0.208336806,0,TESSy
Latvia,LV,2020-W08,0,6,1919968,0.312505208,0,TESSy
Latvia,LV,2020-W09,0,116,1919968,6.041767363,0,TESSy
Latvia,LV,2020-W10,3,217,1919968,11.3022717,1.382488479,TESSy
Latvia,LV,2020-W11,28,1010,1919968,52.60504342,2.772277228,TESSy
Latvia,LV,2020-W12,108,5220,1919968,271.8795313,2.068965517,TESSy
Latvia,LV,2020-W13,237,7232,1919968,376.6729445,3.27710177,TESSy
Latvia,LV,2020-W14,157,6875,1919968,358.0788846,2.283636364,TESSy
Latvia,LV,2020-W15,118,7534,1919968,392.4023734,1.566233077,TESSy
Latvia,LV,2020-W16,76,7667,1919968,399.3295722,0.99126125,TESSy
Latvia,LV,2020-W17,85,11736,1919968,611.2601877,0.724267212,TESSy
Latvia,LV,2020-W18,67,16628,1919968,866.0561009,0.402934809,TESSy
Latvia,LV,2020-W19,60,12347,1919968,643.0836347,0.485948004,TESSy
Latvia,LV,2020-W20,69,11813,1919968,615.2706712,0.58410226,TESSy
Latvia,LV,2020-W21,39,10644,1919968,554.3842397,0.366403608,TESSy
Latvia,LV,2020-W22,19,10022,1919968,521.9878665,0.189582918,TESSy
Latvia,LV,2020-W23,22,8589,1919968,447.3512059,0.256141576,TESSy
Latvia,LV,2020-W24,9,9790,1919968,509.9043317,0.091930541,TESSy
Latvia,LV,2020-W25,14,10411,1919968,542.2486208,0.134473153,TESSy
Latvia,LV,2020-W26,5,10055,1919968,523.7066451,0.049726504,TESSy
Latvia,LV,2020-W27,8,9011,1919968,469.3307388,0.08878038,TESSy
Latvia,LV,2020-W28,49,11121,1919968,579.2284038,0.440607859,TESSy
Latvia,LV,2020-W29,19,11981,1919968,624.020817,0.158584425,TESSy
Latvia,LV,2020-W30,27,10142,1919968,528.2379706,0.266219681,TESSy
Latvia,LV,2020-W31,24,10240,1919968,533.3422224,0.234375,TESSy
Latvia,LV,2020-W32,47,12224,1919968,636.677278,0.384489529,TESSy
Latvia,LV,2020-W33,32,12102,1919968,630.3230054,0.264419104,TESSy
Latvia,LV,2020-W34,15,11841,1919968,616.7290288,0.12667849,TESSy
Latvia,LV,2020-W35,56,13232,1919968,689.178153,0.423216445,TESSy
Latvia,LV,2020-W36,35,13549,1919968,705.6888448,0.258321647,TESSy
Latvia,LV,2020-W37,46,14409,1919968,750.481258,0.319244916,TESSy
Latvia,LV,2020-W38,51,16575,1919968,863.2956383,0.307692308,TESSy
Latvia,LV,2020-W39,151,15590,1919968,811.9926999,0.968569596,TESSy
Latvia,LV,2020-W40,410,23997,1919968,1249.864581,1.708546902,TESSy
Latvia,LV,2020-W41,584,27014,1919968,1407.002617,2.161842008,TESSy
Latvia,LV,2020-W42,780,29128,1919968,1517.108618,2.677835759,TESSy
Latvia,LV,2020-W43,1228,33024,1919968,1720.028667,3.718507752,TESSy
Latvia,LV,2020-W44,1458,34146,1919968,1778.467141,4.269899842,TESSy
Latvia,LV,2020-W45,1959,39222,1919968,2042.846547,4.994645862,TESSy
Latvia,LV,2020-W46,2452,40817,1919968,2125.920849,6.00730088,TESSy
Latvia,LV,2020-W47,2573,37881,1919968,1973.001633,6.792323328,TESSy
Latvia,LV,2020-W48,3855,45757,1919968,2383.216804,8.424940446,TESSy
Latvia,LV,2020-W49,4338,50199,1919968,2614.574826,8.641606407,TESSy
Latvia,LV,2020-W50,4362,56133,1919968,2923.642477,7.770829993,TESSy
Latvia,LV,2020-W51,5265,57792,1919968,3010.050168,9.110257475,TESSy
Lithuania,LT,2020-W08,0,47,2794184,1.682065319,0,TESSy
Lithuania,LT,2020-W09,1,118,2794184,4.223057608,0.847457627,TESSy
Lithuania,LT,2020-W10,0,95,2794184,3.399919261,0,TESSy
Lithuania,LT,2020-W11,13,364,2794184,13.02705906,3.571428571,TESSy
Lithuania,LT,2020-W12,129,1737,2794184,62.16483954,7.426597582,TESSy
Lithuania,LT,2020-W13,341,7530,2794184,269.4883372,4.528552457,TESSy
Lithuania,LT,2020-W14,327,15710,2794184,562.2392799,2.081476766,TESSy
Lithuania,LT,2020-W15,251,15902,2794184,569.1106956,1.578417809,TESSy
Lithuania,LT,2020-W16,264,3174,2794184,113.5930919,8.31758034,TESSy
Lithuania,LT,2020-W17,112,40158,2794184,1437.199555,0.278898352,Country website
Lithuania,LT,2020-W18,0,35365,2794184,1265.664681,0,Country website
Lithuania,LT,2020-W19,69,41648,2794184,1490.524604,0.165674222,Country website
Lithuania,LT,2020-W20,62,43124,2794184,1543.348613,0.14377145,Country website
Lithuania,LT,2020-W21,82,37046,2794184,1325.825357,0.221346434,Country website
Lithuania,LT,2020-W22,52,34491,2794184,1234.385423,0.150763967,Country website
Lithuania,LT,2020-W23,39,30002,2794184,1073.730291,0.129991334,Country website
Lithuania,LT,2020-W24,54,28037,2794184,1003.405645,0.192602632,Country website
Lithuania,LT,2020-W25,30,28163,2794184,1007.915012,0.106522743,Country website
Lithuania,LT,2020-W26,18,23234,2794184,831.5128853,0.077472669,Country website
Lithuania,LT,2020-W27,20,23926,2794184,856.278613,0.083591072,Country website
Lithuania,LT,2020-W28,33,16933,2794184,606.0087668,0.194885726,Country website
Lithuania,LT,2020-W29,63,17435,2794184,623.9746559,0.361342128,Country website
Lithuania,LT,2020-W30,76,4700,2794184,168.2065319,1.617021277,Country website
Lithuania,LT,2020-W31,102,21815,2794184,780.7288282,0.467568187,Country website
Lithuania,LT,2020-W32,142,22423,2794184,802.4883114,0.63327833,Country website
Lithuania,LT,2020-W33,164,24651,2794184,882.2253653,0.665287412,Country website
Lithuania,LT,2020-W35,239,27826,2794184,995.8542458,0.858908934,Country website
Lithuania,LT,2020-W36,209,25983,2794184,929.8958122,0.804372089,Country website
Lithuania,LT,2020-W37,252,28052,2794184,1003.942475,0.89833167,Country website
Lithuania,LT,2020-W38,409,29695,2794184,1062.743184,1.377336252,Country website
Lithuania,LT,2020-W39,641,33704,2794184,1206.219777,1.901851412,Country website
Lithuania,LT,2020-W40,800,37752,2794184,1351.092126,2.119093028,Country website
Lithuania,LT,2020-W42,1399,48184,2794184,1724.439049,2.903453429,TESSy
Lithuania,LT,2020-W43,2663,54948,2794184,1966.5133,4.846400233,TESSy
Lithuania,LT,2020-W44,5535,63294,2794184,2265.205155,8.74490473,TESSy
Lithuania,LT,2020-W45,8980,69180,2794184,2475.856994,12.98063024,TESSy
Lithuania,LT,2020-W46,10059,76176,2794184,2726.234206,13.20494644,TESSy
Lithuania,LT,2020-W47,12289,78477,2794184,2808.58383,15.65936516,TESSy
Lithuania,LT,2020-W48,14278,80814,2794184,2892.221844,17.66773084,TESSy
Lithuania,LT,2020-W49,14711,77090,2794184,2758.945009,19.08289013,TESSy
Lithuania,LT,2020-W50,18985,146489,2794184,5242.639712,12.96001748,TESSy
Lithuania,LT,2020-W51,19466,29573,2794184,1058.376972,65.82355527,TESSy
Luxembourg,LU,2020-W09,1,17,613894,2.769207713,5.882352941,TESSy
Luxembourg,LU,2020-W10,4,24,613894,3.909469713,16.66666667,TESSy
Luxembourg,LU,2020-W11,72,534,613894,86.98570111,13.48314607,TESSy
Luxembourg,LU,2020-W12,721,4173,613894,679.7590464,17.27773784,TESSy
Luxembourg,LU,2020-W13,1152,9665,613894,1574.376032,11.91929643,TESSy
Luxembourg,LU,2020-W14,854,7121,613894,1159.972243,11.99269765,TESSy
Luxembourg,LU,2020-W15,477,5073,613894,826.3641606,9.402720284,TESSy
Luxembourg,LU,2020-W16,269,5008,613894,815.7760134,5.371405751,TESSy
Luxembourg,LU,2020-W17,173,5663,613894,922.4719577,3.054917888,TESSy
Luxembourg,LU,2020-W18,101,8662,613894,1410.992777,1.166012468,TESSy
Luxembourg,LU,2020-W19,62,7325,613894,1193.202735,0.846416382,TESSy
Luxembourg,LU,2020-W20,59,7381,613894,1202.324831,0.799349682,TESSy
Luxembourg,LU,2020-W21,47,6868,613894,1118.759916,0.684333139,TESSy
Luxembourg,LU,2020-W22,26,9892,613894,1611.3531,0.262838658,TESSy
Luxembourg,LU,2020-W23,21,10629,613894,1731.406399,0.197572679,TESSy
Luxembourg,LU,2020-W24,31,23352,613894,3803.914031,0.132750942,TESSy
Luxembourg,LU,2020-W25,50,34729,613894,5657.165569,0.143971897,TESSy
Luxembourg,LU,2020-W26,122,28763,613894,4685.336556,0.424156034,TESSy
Luxembourg,LU,2020-W27,280,56943,613894,9275.705578,0.49171979,TESSy
Luxembourg,LU,2020-W28,403,59370,613894,9671.050703,0.678794004,TESSy
Luxembourg,LU,2020-W29,558,79481,613894,12947.02343,0.702054579,TESSy
Luxembourg,LU,2020-W30,789,65595,613894,10685.06941,1.202835582,TESSy
Luxembourg,LU,2020-W31,423,54552,613894,8886.224658,0.775406951,TESSy
Luxembourg,LU,2020-W32,418,43117,613894,7023.525234,0.969455203,TESSy
Luxembourg,LU,2020-W33,326,32810,613894,5344.570887,0.993599512,TESSy
Luxembourg,LU,2020-W34,265,36864,613894,6004.945479,0.718858507,TESSy
Luxembourg,LU,2020-W35,0,37886,613894,6171.423731,0,TESSy
Luxembourg,LU,2020-W36,271,47868,613894,7797.437343,0.566140219,TESSy
Luxembourg,LU,2020-W37,298,50991,613894,8306.157089,0.584416858,TESSy
Luxembourg,LU,2020-W38,610,40638,613894,6619.709592,1.501058123,TESSy
Luxembourg,LU,2020-W39,553,36818,613894,5997.452329,1.501982726,TESSy
Luxembourg,LU,2020-W40,352,38634,613894,6293.268871,0.911114562,TESSy
Luxembourg,LU,2020-W41,651,39612,613894,6452.579761,1.643441381,TESSy
Luxembourg,LU,2020-W42,1286,47459,613894,7730.813463,2.709707326,TESSy
Luxembourg,LU,2020-W43,3558,60599,613894,9871.248131,5.871384016,TESSy
Luxembourg,LU,2020-W44,4578,76608,613894,12479.02732,5.975877193,TESSy
Luxembourg,LU,2020-W45,3699,67811,613894,11046.04378,5.454867204,TESSy
Luxembourg,LU,2020-W46,4063,67734,613894,11033.5009,5.998464582,TESSy
Luxembourg,LU,2020-W47,3789,69680,613894,11350.49373,5.43771527,TESSy
Luxembourg,LU,2020-W48,3640,79067,613894,12879.58507,4.603690541,TESSy
Luxembourg,LU,2020-W49,3711,80103,613894,13048.34385,4.632785289,TESSy
Luxembourg,LU,2020-W50,3588,79805,613894,12999.80127,4.4959589,TESSy
Luxembourg,LU,2020-W51,2795,89075,613894,14509.83395,3.13780522,TESSy
Malta,MT,2020-W06,0,1,493559,0.202610022,0,TESSy
Malta,MT,2020-W07,0,0,493559,0,,Country GitHub
Malta,MT,2020-W08,0,1,493559,0.202610022,0,TESSy
Malta,MT,2020-W09,0,154,493559,31.20194344,0,TESSy
Malta,MT,2020-W10,3,269,493559,54.502096,1.115241636,TESSy
Malta,MT,2020-W11,27,918,493559,185.9960005,2.941176471,TESSy
Malta,MT,2020-W12,77,1564,493559,316.8820749,4.923273657,TESSy
Malta,MT,2020-W13,49,3084,493559,624.8493088,1.588845655,TESSy
Malta,MT,2020-W14,85,4618,493559,935.653083,1.840623647,TESSy
Malta,MT,2020-W15,143,6583,493559,1333.781777,2.172261887,TESSy
Malta,MT,2020-W16,47,6924,493559,1402.871794,0.678798382,TESSy
Malta,MT,2020-W17,18,4505,493559,912.7581505,0.399556049,TESSy
Malta,MT,2020-W18,30,7474,493559,1514.307307,0.401391491,TESSy
Malta,MT,2020-W19,23,7596,493559,1539.025729,0.302790943,TESSy
Malta,MT,2020-W20,55,9100,493559,1843.751203,0.604395604,TESSy
Malta,MT,2020-W21,53,10103,493559,2046.969055,0.524596654,TESSy
Malta,MT,2020-W22,8,8299,493559,1681.460575,0.096397156,TESSy
Malta,MT,2020-W23,11,6131,493559,1242.202047,0.179416082,TESSy
Malta,MT,2020-W24,20,6941,493559,1406.316165,0.288142919,TESSy
Malta,MT,2020-W25,15,5877,493559,1190.739101,0.255232261,TESSy
Malta,MT,2020-W26,5,5870,493559,1189.320831,0.085178876,TESSy
Malta,MT,2020-W27,2,5790,493559,1173.112029,0.034542314,TESSy
Malta,MT,2020-W28,2,5228,493559,1059.245197,0.038255547,TESSy
Malta,MT,2020-W29,2,6198,493559,1255.776918,0.032268474,TESSy
Malta,MT,2020-W30,24,7174,493559,1453.5243,0.334541399,TESSy
Malta,MT,2020-W31,84,10605,493559,2148.679287,0.792079208,TESSy
Malta,MT,2020-W32,223,11781,493559,2386.948673,1.892878363,TESSy
Malta,MT,2020-W33,367,15548,493559,3150.180627,2.36043221,TESSy
Malta,MT,2020-W34,295,16537,493559,3350.561939,1.783878575,TESSy
Malta,MT,2020-W35,217,15123,493559,3064.071367,1.434900483,TESSy
Malta,MT,2020-W36,192,13184,493559,2671.210534,1.45631068,TESSy
Malta,MT,2020-W37,329,13249,493559,2684.380186,2.48320628,TESSy
Malta,MT,2020-W38,371,16205,493559,3283.295411,2.289416847,TESSy
Malta,MT,2020-W39,230,16425,493559,3327.869616,1.400304414,TESSy
Malta,MT,2020-W40,311,15974,493559,3236.492496,1.946913735,TESSy
Malta,MT,2020-W41,517,16465,493559,3335.974017,3.139993927,TESSy
Malta,MT,2020-W42,894,18231,493559,3693.783317,4.903735396,TESSy
Malta,MT,2020-W43,838,20389,493559,4131.015745,4.110059346,TESSy
Malta,MT,2020-W44,823,22566,493559,4572.097763,3.647079677,TESSy
Malta,MT,2020-W45,842,24577,493559,4979.546518,3.425967368,TESSy
Malta,MT,2020-W46,894,22095,493559,4476.668443,4.046164291,TESSy
Malta,MT,2020-W47,867,21070,493559,4268.99317,4.114855244,TESSy
Malta,MT,2020-W48,759,20700,493559,4194.027462,3.666666667,TESSy
Malta,MT,2020-W49,768,20580,493559,4169.714259,3.731778426,TESSy
Malta,MT,2020-W50,734,18821,493559,3813.32323,3.899899049,TESSy
Malta,MT,2020-W51,460,21111,493559,4277.300181,2.178958837,TESSy
Netherlands,NL,2020-W11,870,17080,17282163,98.83022166,5.093676815,TESSy
Netherlands,NL,2020-W12,3069,21338,17282163,123.4683413,14.38279126,TESSy
Netherlands,NL,2020-W13,6662,24745,17282163,143.1823088,26.92261063,TESSy
Netherlands,NL,2020-W14,6985,29098,17282163,168.3701282,24.00508626,TESSy
Netherlands,NL,2020-W15,7736,38960,17282163,225.4347445,19.85626283,TESSy
Netherlands,NL,2020-W16,7068,40102,17282163,232.0427136,17.62505611,TESSy
Netherlands,NL,2020-W17,5190,38395,17282163,222.1654778,13.51738508,TESSy
Netherlands,NL,2020-W18,2726,28954,17282163,167.5368992,9.414934033,TESSy
Netherlands,NL,2020-W19,2056,29006,17282163,167.8377874,7.088188651,TESSy
Netherlands,NL,2020-W20,1368,32687,17282163,189.1372046,4.18515006,TESSy
Netherlands,NL,2020-W21,1241,29339,17282163,169.7646296,4.229864685,TESSy
Netherlands,NL,2020-W22,1206,33871,17282163,195.9881989,3.560568038,TESSy
Netherlands,NL,2020-W23,1132,58956,17282163,341.1378541,1.920075989,TESSy
Netherlands,NL,2020-W24,1209,63778,17282163,369.0394541,1.895637994,TESSy
Netherlands,NL,2020-W25,810,65541,17282163,379.2407235,1.235867625,TESSy
Netherlands,NL,2020-W26,554,64140,17282163,371.1340994,0.863735578,TESSy
Netherlands,NL,2020-W27,474,69658,17282163,403.0629731,0.680467427,TESSy
